pred,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,usefulness_tier,info_location,comment
0.49,27105753,"An ease-of-use protocol for the identification of resistance against third-generation cephalosporins in Enterobacteriaceae isolated from blood culture bottles was evaluated using matrix-assisted laser desorption ionization-time-of-flight mass spectrometry. A cefotaxime hydrolysis assay from chocolate agar subcultures using antibiotic discs and without inoculum standardization was developed for routine work flow, with minimal hands-on time. This assay showed good performance in distinguishing between cefotaxime-susceptible and cefotaxime-resistant strains, with excellent results for Escherichia coli (sensitivity 94.7%, specificity 100%). However, cefotaxime resistance was not detected reliably in Enterobacteriaceae expressing AmpC genes or carbapenemase-producing Klebsiella pneumoniae. ",The Journal of hospital infection,"['D000900', 'D000071997', 'D002439', 'D018550', 'D004755', 'D006868', 'D008826', 'D012680', 'D019032', 'D013997']","['Anti-Bacterial Agents', 'Blood Culture', 'Cefotaxime', 'Cephalosporin Resistance', 'Enterobacteriaceae', 'Hydrolysis', 'Microbial Sensitivity Tests', 'Sensitivity and Specificity', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Time Factors']",Ease-of-use protocol for the rapid detection of third-generation cephalosporin resistance in Enterobacteriaceae isolated from blood cultures using matrix-assisted laser desorption ionization-time-of-flight mass spectrometry.,"['Q000378', None, 'Q000378', None, 'Q000187', None, 'Q000379', None, 'Q000379', None]","['metabolism', None, 'metabolism', None, 'drug effects', None, 'methods', None, 'methods', None]",https://www.ncbi.nlm.nih.gov/pubmed/27105753,2017,0,0,,no cocoa
0.49,11210120,"The antioxidant polyphenols in cacao liquor, a major ingredient of chocolate and cocoa, have been characterized as flavan-3-ols and proanthocyanidin oligomers. In this study, various cacao products were analyzed by normal-phase HPLC, and the profiles and quantities of the polyphenols present, grouped by molecular size (monomers to approximately oligomers), were compared. Individual cacao polyphenols, flavan-3-ols (catechin and epicatechin), and dimeric (procyanidin B2), trimeric (procyanidin C1), and tetrameric (cinnamtannin A2) proanthocyanidins, and galactopyranosyl-ent-(-)-epicatechin (2alpha-->7, 4alpha-->8)-(-)-epicatechin (Gal-EC-EC), were analyzed by reversed-phase HPLC and/or HPLC/MS. The profile of monomers (catechins) and proanthocyanidin in dark chocolate was similar to that of cacao liquor, while the ratio of flavan-3-ols to the total amount of monomeric and oligomeric polyphenols in the case of pure cocoa powder was higher than that in the case of cacao liquor or chocolate.","Bioscience, biotechnology, and biochemistry","['D000872', 'D044946', 'D002099', 'D002392', 'D002851', 'D002853', 'D005419', 'D005511', 'D005690', 'D013058', 'D010636', 'D011108', 'D044945', 'D015203']","['Anthocyanins', 'Biflavonoids', 'Cacao', 'Catechin', 'Chromatography, High Pressure Liquid', 'Chromatography, Liquid', 'Flavonoids', 'Food Handling', 'Galactose', 'Mass Spectrometry', 'Phenols', 'Polymers', 'Proanthocyanidins', 'Reproducibility of Results']","Analyses of polyphenols in cacao liquor, cocoa, and chocolate by normal-phase and reversed-phase HPLC.","['Q000032', None, 'Q000737', 'Q000031', 'Q000379', None, None, 'Q000379', 'Q000031', 'Q000379', 'Q000032', 'Q000032', None, None]","['analysis', None, 'chemistry', 'analogs & derivatives', 'methods', None, None, 'methods', 'analogs & derivatives', 'methods', 'analysis', 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/11210120,2001,2,1,table 4 and 6,
0.49,20480905,"Staphylococcal enterotoxin B (SEB) is an extracellular pyrotoxin produced by Staphylococcus aureus, a known etiologic agent of food poisoning in humans. Lateral flow immunochromatographic devices (LFDs) designed for the environmental detection of SEB were adapted for use in this study to detect SEB in milk containing 2% fat, chocolate-flavored milk, and milk-derived products such as yogurt, infant formula, and ice cream. The advantage of using LFDs in these particular food products was its ease and speed of use with no additional extraction methods needed. No false positives were observed with any of the products used in this study. Dilution of the samples overcame the Hook effect and permitted capillary flow into the membrane. Thus, semisolid products such as ice cream and some yogurts, and products containing thickeners needed to be diluted using a phosphate-buffered saline-based buffer, pH 7.2. SEB was easily detected at concentrations of 5 microg/mL and 500 ng/mL when the LFDs were used. SEB was also reliably detected at concentrations below 5 and 0.25 ng/mL, which may induce serious disease.",Journal of AOAC International,"['D000818', 'D002417', 'D002845', 'D004768', 'D004867', 'D005189', 'D005504', 'D005506', 'D005516', 'D006863', 'D007054', 'D007158', 'D008892', 'D015203', 'D013997', 'D015014']","['Animals', 'Cattle', 'Chromatography', 'Enterotoxins', 'Equipment Design', 'False Positive Reactions', 'Food Analysis', 'Food Contamination', 'Food Microbiology', 'Hydrogen-Ion Concentration', 'Ice Cream', 'Immunologic Techniques', 'Milk', 'Reproducibility of Results', 'Time Factors', 'Yogurt']",Detection of staphylococcal enterotoxin B in milk and milk products using immunodiagnostic lateral flow devices.,"[None, None, 'Q000379', 'Q000032', None, None, 'Q000295', None, None, None, None, None, 'Q000378', None, None, None]","[None, None, 'methods', 'analysis', None, None, 'instrumentation', None, None, None, None, None, 'metabolism', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/20480905,2010,,,,
0.49,22133078,"Chocolate is a key ingredient in many foods such as milk shakes, candies, bars, cookies, and cereals. Chocolate candies are often consumed by mankind of all age groups. The presence of polycyclic aromatic hydrocarbons (PAHs) in chocolate candies may result in health risk to people. A rapid, precise, and economic extraction method was optimized and validated for the simultaneous determination of polycyclic aromatic hydrocarbons in chocolate candy by high-performance liquid chromatography (HPLC) and gas chromatography-mass spectrometry (GS-MS) as a confirmatory technique. The method was optimized by using different solvents for liquid-liquid extraction, varying volume of de-emulsifying agent, and quantity of silica gel used for purification. The HPLC separation of 16 PAHs was carried out by C-18 column with mobile phase composed of acetonitrile : water (70 : 30) in isocratic mode with runtime of 20 min. Limit of detection, limit of quantification (LOQ), and correlation coefficients were found in the range of 0.3 to 4 ng g____, 0.9 to 12 ng g____, and 0.9109 to 0.9952, respectively. The exploration of 25 local chocolate candy samples for the presence of PAHs showed the mean content of benzo[a]pyrene as 1.62 ng g____, which representing the need to evaluate effective measures to prevent more severe PAHs contamination in chocolate candies in future.",Journal of food science,"['D002099', 'D002138', 'D002182', 'D002851', 'D056148', 'D004785', 'D005506', 'D008401', 'D007194', 'D057230', 'D059625', 'D008970', 'D011084']","['Cacao', 'Calibration', 'Candy', 'Chromatography, High Pressure Liquid', 'Chromatography, Reverse-Phase', 'Environmental Pollutants', 'Food Contamination', 'Gas Chromatography-Mass Spectrometry', 'India', 'Limit of Detection', 'Liquid-Liquid Extraction', 'Molecular Weight', 'Polycyclic Aromatic Hydrocarbons']",Optimization and validation of an extraction method for the analysis of polycyclic aromatic hydrocarbons in chocolate candies.,"['Q000009', None, 'Q000009', None, None, 'Q000032', None, None, None, None, None, None, 'Q000032']","['adverse effects', None, 'adverse effects', None, None, 'analysis', None, None, None, None, None, None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/22133078,2012,0,0,,
0.49,25230186,"Triacylglycerols are responsible for chocolate's peculiar melting behavior: the type and position of fatty acids on the glycerol molecule strongly affect the melting range of cocoa butter. For this reason, the characterization of triglyceride composition in cocoa products is particularly important. In this work, triacylglycerols extracted from cocoa liquor samples were analyzed by matrix-assisted laser desorption/ionization time-of-flight (TOF) and electrospray ionization tandem mass spectrometry (MS/MS) coupled to liquid chromatography. Extracted samples were initially analyzed by direct injection in MS to obtain information on triglyceride molecular weights; relevant MS parameters were optimized, and the possible formation of the adducts [M___+___Na](+) and [M___+___NH(4)](+) was studied. Tandem mass experiments (both with triple quadrupole and TOF/TOF) were performed to study the fragmentation pathways (in particular, the loss of palmitic, stearic and oleic acid) and identify the triacylglycerols in cocoa liquors. Some signals of the spectra obtained with both MS techniques could indicate the presence of diacylglycerols in the cocoa extract, but different experimental evidences demonstrated that they were generated by the in-source fragmentation of triglycerides. A nonaqueous reversed-phase chromatographic separation was also developed and used to support the identification of the analytes; nine triacylglycerols were recognized in the cocoa liquor extracts. The three different batches of Ecuador cocoa liquor did not show significant differences in the triacylglycerol profile.",Journal of mass spectrometry : JMS,[],[],Triacylglycerol profile in cocoa liquors using MALDI-TOF and LC-ESI tandem mass spectrometry.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/25230186,2015,,,,
0.49,22641023,"Cocoa procyanidins (CPs)-gelatin-chitosan nanoparticles were fabricated based on the procyanidin-protein and electrostatic interactions, with an objective to enhance the stability and bioactivity of CPs. The CPs were purified using chromatographic methods and analyzed using HPLC equipped with a fluorescence detector (FLD) and mass spectrometer (MS). The purified CPs had a purity of 53.1% (w/w) and contained procyanidin oligomers (from monomer to decamers) and polymers, with polymers being the predominant component (26.4%, w/w). Different CPs-gelatin-chitosan mass ratios were tested to investigate the effects of formulation on the nanoparticle fabrication. Using CPs-gelatin-chitosan mass ratio of 0.75:1:0.5, the resultant nanoparticles had a particle size of 344.7 nm, zeta-potential of +29.8 mV, particle yield of 51.4%, loading efficiency of 50.1%, and loading capacity of 20.5%. The CPs-gelatin-chitosan nanoparticles were spherical as observed by scanning electron microscopy (SEM). Fourier transform infrared spectroscopy (FTIR) suggested that the primary interaction between the CPs and gelatin was hydrogen bond and hydrophobic interaction, while electrostatic interaction was the main binding force between chitosan and CPs-gelatin nanoparticles. Nanoencapsulation of the CPs significantly improved the stability of the CPs at 60_C. The CPs-gelatin-chitosan nanoparticles showed the same apoptotic effects at lower concentrations in human acute monocytic leukemia THP-1 cells compared with the CPs in solution.",European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,"['D017209', 'D002099', 'D045744', 'D048271', 'D002851', 'D004337', 'D004355', 'D005780', 'D006801', 'D006860', 'D057927', 'D007948', 'D013058', 'D008855', 'D053758', 'D010316', 'D011108', 'D044945', 'D017550', 'D055672', 'D013696']","['Apoptosis', 'Cacao', 'Cell Line, Tumor', 'Chitosan', 'Chromatography, High Pressure Liquid', 'Drug Carriers', 'Drug Stability', 'Gelatin', 'Humans', 'Hydrogen Bonding', 'Hydrophobic and Hydrophilic Interactions', 'Leukemia, Monocytic, Acute', 'Mass Spectrometry', 'Microscopy, Electron, Scanning', 'Nanoparticles', 'Particle Size', 'Polymers', 'Proanthocyanidins', 'Spectroscopy, Fourier Transform Infrared', 'Static Electricity', 'Temperature']","Preparation, characterization, and induction of cell apoptosis of cocoa procyanidins-gelatin-chitosan nanoparticles.","['Q000187', 'Q000737', None, 'Q000737', None, 'Q000737', None, 'Q000737', None, None, None, 'Q000378', None, None, None, None, 'Q000737', 'Q000008', None, None, None]","['drug effects', 'chemistry', None, 'chemistry', None, 'chemistry', None, 'chemistry', None, None, None, 'metabolism', None, None, None, None, 'chemistry', 'administration & dosage', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/22641023,2013,0,0,,
0.49,15712517,"A method for the determination of six kava lactones, methysticin, dihydromethysticin, kawain, dihydrokawain, yangonin and desmethoxyyangonin, in solid foods and beverages has been developed. Solid samples were prepared using methanol extraction, while beverages were extracted using a separate solid phase extraction (SPE) method. After sample preparation, the extracts were analysed using LC-UV or atmospheric pressure photoionization (APPI) LC-MS in the positive mode. Using the method, 10 beverage products, two chocolate products, three unbrewed tea products, three dietary supplements and a drink mix product were analysed. The results obtained using the LC-UV were comparable to those obtained using APPI-LC-MS for most products. Using the SPE method in conjunction with LC-MS, individual kava lactones were detected in drink products at ppb concentrations. Concentrations of total kava lactones ranged between 135-0.035 mg per serving in the food and beverage products tested and between 40-61 mg per serving for the dietary supplement products tested. Results of these analyses as well as extraction efficiency and reproducibility data are reported.",Food additives and contaminants,"['D001628', 'D002853', 'D019587', 'D005504', 'D008401', 'D006801', 'D020901', 'D007783', 'D010936', 'D018517', 'D012997', 'D013056']","['Beverages', 'Chromatography, Liquid', 'Dietary Supplements', 'Food Analysis', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Kava', 'Lactones', 'Plant Extracts', 'Plant Roots', 'Solvents', 'Spectrophotometry, Ultraviolet']",LC-UV and LC-MS analysis of food and drink products containing kava.,"['Q000032', 'Q000379', 'Q000032', 'Q000379', 'Q000379', None, 'Q000737', 'Q000032', 'Q000032', 'Q000737', None, 'Q000379']","['analysis', 'methods', 'analysis', 'methods', 'methods', None, 'chemistry', 'analysis', 'analysis', 'chemistry', None, 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/15712517,2005,,,,
0.48,9547407,"The objective of this study was to determine the urinary excretion of methylxanthines in horses following ingestion of chocolate over eight days. The study was performed in response to gas chromatography-mass spectrometry (GC-MS) confirmation of the presence of caffeine in a positive urine test in a racehorse. The trainer of the horse alleged that he often administered chocolate-coated peanuts as treats to his horses, and he believed that the ingestion of chocolate was responsible for the positive urine test. The urinary excretion of theobromine and caffeine after the ingestion of chocolate-coated peanuts was investigated in three horses. Enzyme-linked immunoassay (ELISA), high-performance liquid chromatography (HPLC), and GC-MS assays were performed on all urine specimens. Theobromine (HPLC) was detected for 72 h and caffeine (GC-MS) for 48 h after chronic ingestion of chocolate-coated peanuts. Methylxanthines were detected by ELISA for 120 h after administration of chocolate.",Journal of analytical toxicology,"['D000821', 'D000818', 'D010367', 'D002099', 'D002110', 'D002851', 'D004300', 'D004797', 'D005260', 'D008401', 'D006736', 'D013805']","['Animal Feed', 'Animals', 'Arachis', 'Cacao', 'Caffeine', 'Chromatography, High Pressure Liquid', 'Doping in Sports', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Gas Chromatography-Mass Spectrometry', 'Horses', 'Theobromine']",Detection and determination of theobromine and caffeine in urine after administration of chocolate-coated peanuts to horses.,"[None, None, None, 'Q000378', 'Q000652', 'Q000379', 'Q000379', 'Q000379', None, 'Q000379', 'Q000652', 'Q000652']","[None, None, None, 'metabolism', 'urine', 'methods', 'methods', 'methods', None, 'methods', 'urine', 'urine']",https://www.ncbi.nlm.nih.gov/pubmed/9547407,1998,,,,
0.48,24088516,"Triacylglycerol (TAG) molecular species were quantified through high-performance liquid chromatography (HPLC) equipped with a nano quantity analyte detector (NQAD). TAG standard compounds, i.e., 1,3-dipalmitoyl-2-oleoylglycerol (__-POP), 1-palmitoyl-2-oleoyl-3-stearoyl-rac-glycerol (__-POS), and 1,3-distearoyl-2-oleoylglycerol (__-SOS), and natural cocoa butter were used for analyses. NQAD gave the first order equation passing through the origin for all TAG standard compounds. TAG molecular species in cocoa butter were quantified using the calibration curves and the obtained values were almost the same as the reported ones of conventional cocoa butter. Furthermore, a recovery test was also carried out and the values were almost 100. Therefore, HPLC-NQAD can be successfully used for the quantification of TAG molecular species in natural fats and oils. ",Journal of oleo science,"['D002138', 'D002851', 'D004041', 'D005504', 'D053758', 'D036103', 'D014280']","['Calibration', 'Chromatography, High Pressure Liquid', 'Dietary Fats', 'Food Analysis', 'Nanoparticles', 'Nanotechnology', 'Triglycerides']",Quantification of triacylglycerol molecular species in cocoa butter using high-performance liquid chromatography equipped with nano quantity analyte detector.,"[None, 'Q000295', 'Q000032', 'Q000295', None, 'Q000295', 'Q000032']","[None, 'instrumentation', 'analysis', 'instrumentation', None, 'instrumentation', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/24088516,2014,2,1,table 1,
0.48,20953776,"Piceid (3,4',5-trihydroxystilbene-3-__-D: -glucoside) is a stilbene which occurs naturally in various families of plants and has been shown to protect lipoproteins from oxidative damage and to have cancer chemopreventive activity. This paper deals with the determination of piceid in cocoa-containing products by using photo-induced fluorescence and the aid of a multicommutated continuous-flow assembly which was provided with an on-line photoreactor. A strongly fluorescent photoproduct is generated from piceid when it is irradiated under UV light for 30__s, which is retained on Sephadex QAE A-25 and directly monitored on this active solid support at 257/382__nm (__ (exc)/__ (em), respectively). The pre-concentration of the photoproduct of piceid on the solid support greatly improves both sensitivity and selectivity. The influence of different experimental parameters, both chemical (pH, ionic strength) and hydrodynamic (irradiation time, flow rate, photoreactor length, sampling time), was tested. The sample pre-treatment included delipidation with toluene and cyclohexane, stilbene extraction with ethanol/water (80:20, v/v) and clean-up by solid-phase extraction on C(18) cartridges and methanol/water (40:20, v/v) as eluting solution. This procedure allowed the elimination of the aglycon of piceid, resveratrol and other potential interfering species and a recovery of about a 90% piceid. The method was applied to the analysis of piceid in cocoa powder, dark chocolate and milk chocolate. The quantification limits were 1.4, 1.1 and 0.09__mg__kg(-1), respectively. Relative standard deviations ranged from 1.8% to 3.1%. This is the first reported non-chromatographic method for determination of piceid in these foods.",Analytical and bioanalytical chemistry,"['D002099', 'D004867', 'D017022', 'D005960', 'D057230', 'D055668', 'D010946', 'D011827', 'D013050', 'D013267', 'D014466']","['Cacao', 'Equipment Design', 'Flow Injection Analysis', 'Glucosides', 'Limit of Detection', 'Photochemical Processes', 'Plants, Medicinal', 'Radiation', 'Spectrometry, Fluorescence', 'Stilbenes', 'Ultraviolet Rays']",Automatic optosensing device based on photo-induced fluorescence for determination of piceid in cocoa-containing products.,"['Q000737', None, 'Q000295', 'Q000032', None, None, 'Q000737', None, 'Q000295', 'Q000032', None]","['chemistry', None, 'instrumentation', 'analysis', None, None, 'chemistry', None, 'instrumentation', 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/20953776,2011,1,1,table 2,
0.48,25240144,"The studied area is located in Western Anatolia and situated on the NE-SW directed U_ak-G_re cross-graben that developed under a crustal extensional regime during the Late Miocene-Pliocene. Silica occurrences have been mostly found as mushroom-shaped big caps. They also show sedimentary structures such as stratification. Silica occurrences are milky white, yellowish white, yellow to chocolate brown and rarely pale blue, bluish gray in color and have no crystal forms in hand specimen. Some of the silica samples show conchoidal fracture. Silica minerals are mostly chalcedony, low-quartz (_±-quartz) and sporadically opal-CT in spectras, according to confocal Raman spectrometry. The silica samples have enrichment of Fe (1000-24,600 ppm), Ca (100-10,200 ppm), P (4-3950 ppm) and Mn (8-3020 ppm). Other striking elements in fewer amounts are Ba (0.9-609.6 ppm), Ni (15.7-182.3 ppm) and Co (18.6-343.1 ppm). In chondrite-normalized spider diagram, silica samples display partial enrichment in LIL elements (Rb, Ba, Th). The __(18)O (__ V-SMOW) values for silica samples vary from 18.4__ to 22.8__ and are similar to low temperature hydrothermal silica. Confocal Raman spectrometry and oxygen isotope indicate that the silica minerals may precipitate from host fluid which is relatively has low temperatures hydrothermal solutions derived from the residual melt of basaltic magma.","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","['D001464', 'D002118', 'D019015', 'D005844', 'D007501', 'D008903', 'D010103', 'D010758', 'D011791', 'D012822', 'D013052', 'D013059', 'D014421', 'D014961']","['Barium', 'Calcium', 'Geologic Sediments', 'Geology', 'Iron', 'Minerals', 'Oxygen Isotopes', 'Phosphorus', 'Quartz', 'Silicon Dioxide', 'Spectrometry, X-Ray Emission', 'Spectrum Analysis, Raman', 'Turkey', 'X-Ray Diffraction']",The origin and determination of silica types in the silica occurrences from Altinta_ region (U_ak-Western Anatolia) using multianalytical techniques.,"['Q000032', 'Q000032', 'Q000737', 'Q000379', 'Q000032', 'Q000032', None, 'Q000032', None, 'Q000032', None, None, None, None]","['analysis', 'analysis', 'chemistry', 'methods', 'analysis', 'analysis', None, 'analysis', None, 'analysis', None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/25240144,2015,0,0,,no cocoa
0.48,3930303,"A preliminary survey in 1982 of aflatoxin levels in peanut butters indicated that 31 out of 32 samples of major national brand-named products examined contained less than 10 micrograms/kg aflatoxin B1 and that 59% of these were below the limit of detection (2 micrograms/kg). In contrast, of 25 peanut butters from specialist 'Health Food' outlets, 64% contained less than 10 micrograms/kg aflatoxin B1, the remainder ranging from 16 to 318 micrograms/kg, with one sample having a total aflatoxin concentration of 345 micrograms/kg. Subsequent surveys in 1983 and 1984 of 'Health Food' products confirmed that these manufacturers were still experiencing some difficulty in complying with the 30 micrograms/kg total aflatoxin voluntary guideline limit. A further survey in 1984 was carried out of 228 retail samples of nuts and nut confectionery products comprising peanuts (shelled, unshelled, roasted and salted), mixed nuts, almonds (both unblanched and ground), brazils (in shell), hazelnuts (in shell), chocolate-coated peanuts, peanut brittle and coconut ice. The results showed that 74% of the samples contained less than 0.5 microgram/kg of aflatoxin B1 with 3.1% exceeding the guideline tolerance of 30 micrograms/kg total aflatoxins, these being predominantly peanuts and brazils. The highest total levels of aflatoxins observed were in unshelled peanuts containing 4920 micrograms/kg and in a composite sample of visibly moulded brazils containing 17 926 micrograms/kg.",Food additives and contaminants,"['D016604', 'D000348', 'D010367', 'D002851', 'D005511', 'D005516', 'D009754', 'D013050', 'D006113']","['Aflatoxin B1', 'Aflatoxins', 'Arachis', 'Chromatography, High Pressure Liquid', 'Food Handling', 'Food Microbiology', 'Nuts', 'Spectrometry, Fluorescence', 'United Kingdom']","A survey of aflatoxins in peanut butters, nuts and nut confectionery products by HPLC with fluorescence detection.","[None, 'Q000032', 'Q000032', None, None, None, 'Q000032', None, None]","[None, 'analysis', 'analysis', None, None, None, 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/3930303,1985,,,,
0.48,19251438,"Triacylglycerols were analyzed as cationized species (Li(+), Na(+), K(+)) by high-energy CID at 20 keV collisions utilizing MALDI-TOF/RTOF mass spectrometry. Precursor ions, based on [M + Li](+)-adduct ions exhibited incomplete fragmentation in the high and low m/z region whereas [M + K](+)-adducts did not show useful fragmentation. Only sodiated precursor ions yielded product ion spectra with structurally diagnostic product ions across the whole m/z range. The high m/z region of the CID spectra is dominated by abundant charge-remote fragmentation of the fatty acid substituents. In favorable cases also positions of double bonds or of hydroxy groups of the fatty acid alkyl chains could be determined. A-type product ions represent the end products of these charge-remote fragmentations. B- and C-type product ions yield the fatty acid composition of individual triacylglycerol species based on loss of either one neutral fatty acid or one sodium carboxylate residue, respectively. Product ions allowing fatty acid substituent positional determination were present in the low m/z range enabling identification of either the sn-1/sn-3 substituents (E-, F-, and G-type ions) or the sn-2 substituent (J-type ion). These findings were demonstrated with synthetic triacylglycerols and plant oils such as cocoa butter, olive oil, and castor bean oil. Typical features of 20 keV CID spectra of sodiated triacylglycerols obtained by MALDI-TOF/RTOF MS were an even distribution of product ions over the entire m/z range and a mass accuracy of +/-0.1 to 0.2 u. One limitation of the application of this technique is mainly the insufficient precursor ion gating after MS1 (gating window at 4 u) of species separated by 2 u.",Journal of the American Society for Mass Spectrometry,[],[],The renaissance of high-energy CID for structural elucidation of complex lipids: MALDI-TOF/RTOF-MS of alkali cationized triacylglycerols.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/19251438,2009,2,1,text under resutls,key word components of cocoa
0.48,19843177,"A platform based on hydrophilic interaction chromatography in combination with Fourier transform mass spectrometry was developed in order to carry out metabonomics of Drosophila melanogaster strains. The method was able to detect approximately 230 metabolites, mainly in the positive ion mode, after checking to eliminate false positives caused by isotope peaks, adducts and fragment ions. Two wild-type strains, Canton S and Oregon R, were studied, plus two mutant strains, Maroon Like and Chocolate. In order to observe the differential expression of metabolites, liquid chromatography-mass spectrometry analyses of the different strains were compared using sieve 1.2 software to extract metabolic differences. The output from sieve was searched against a metabolite database using an Excel-based macro written in-house. Metabolic differences were observed between the wild-type strains, and also between both Chocolate and Maroon Like compared with Oregon R. It was established that a metabonomic approach could produce results leading to the generation of new hypotheses. In addition, the structure of a new class of lipid with a histidine head group, found in all of the strains of flies, but lower in Maroon Like, was elucidated.",The FEBS journal,"['D000818', 'D001708', 'D002853', 'D004331', 'D005583', 'D006639', 'D008055', 'D013058', 'D055432', 'D011621']","['Animals', 'Biopterin', 'Chromatography, Liquid', 'Drosophila melanogaster', 'Fourier Analysis', 'Histidine', 'Lipids', 'Mass Spectrometry', 'Metabolomics', 'Pteridines']",Towards a platform for the metabonomic profiling of different strains of Drosophila melanogaster using liquid chromatography-Fourier transform mass spectrometry.,"[None, 'Q000737', None, 'Q000378', None, 'Q000737', 'Q000737', None, 'Q000379', 'Q000737']","[None, 'chemistry', None, 'metabolism', None, 'chemistry', 'chemistry', None, 'methods', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/19843177,2010,0,0,,no cocoa
0.48,16848542,"Sensory-guided decomposition of roasted cocoa nibs revealed that, besides theobromine and caffeine, a series of bitter-tasting 2,5-diketopiperazines and flavan-3-ols were the key inducers of the bitter taste as well as the astringent mouthfeel imparted upon consumption of roasted cocoa. In addition, a number of polyphenol glycopyranosides as well as a series of N-phenylpropenoyl-l-amino acids have been identified as key astringent compounds of roasted cocoa. In the present investigation, a total of 84 putative taste compounds were quantified in roasted cocoa beans and then rated for the taste contribution on the basis of dose-over-threshold (DoT) factors to bridge the gap between pure structural chemistry and human taste perception. To verify these quantitative results, an aqueous taste reconstitute was prepared by blending aqueous solutions of the individual taste compounds in their ""natural"" concentrations. Sensory analyses revealed that the taste profile of this artificial cocktail was very close to the taste profile of an aqueous suspension of roasted cocoa nibs. To further narrow down the number of key taste compounds, finally, taste omission experiments and human dose/response functions were performed, demonstrating that the bitter-tasting alkaloids theobromine and caffeine, seven bitter-tasting diketopiperazines, seven bitter- and astringent-tasting flavan-3-ols, six puckering astringent N-phenylpropenoyl-l-amino acids, four velvety astringent flavonol glycosides, gamma-aminobutyric acid, beta-aminoisobutyric acid, and six organic acids are the key organoleptics of the roasted cocoa nibs.",Journal of agricultural and food chemistry,"['D002099', 'D002851', 'D006358', 'D006801', 'D013058', 'D010936', 'D012639', 'D012677', 'D013649', 'D014867']","['Cacao', 'Chromatography, High Pressure Liquid', 'Hot Temperature', 'Humans', 'Mass Spectrometry', 'Plant Extracts', 'Seeds', 'Sensation', 'Taste', 'Water']",Molecular definition of the taste of roasted cocoa nibs (Theobroma cacao) by means of quantitative studies and sensory experiments.,"['Q000737', None, None, None, None, 'Q000737', 'Q000737', None, None, None]","['chemistry', None, None, None, None, 'chemistry', 'chemistry', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/16848542,2006,1,3,table 1,conversion necessary
